Typologie;Aménagement bidirectionnel;Régime de vitesse;Sens vélo;Voie;Arrondissement;Bois;Longueur du tronçon en m;Longueur du tronçon en km;Position aménagement;Circulation générale interdite;Piste;Couloir bus;Continuité cyclable;Réseau cyclable;Date de livraison;geo_shape;geo_point_2d
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Janssen;19;Non;120.43934423;0.12043934423000001;;;;;;;2020-12-31;"{""coordinates"": [[2.3981470785126944, 48.879317266721756], [2.3965050145646347, 48.87930519254733]], ""type"": ""LineString""}";48.87931122963454, 2.3973260465386645
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE DE RENCONTRE;CONTRESENS;Rue des Bons Enfants;1;Non;141.23860554;0.14123860554;;;;;;;2020-12-31;"{""coordinates"": [[2.3387704063443846, 48.863729662072444], [2.3384503277884092, 48.8631468134624], [2.3384058681861504, 48.863069470254125], [2.3383732217015645, 48.86302741077117], [2.338103171133724, 48.86253858988708]], ""type"": ""LineString""}";48.86313357809272, 2.338437686106015
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue du Four;6;Non;126.08165169;0.12608165169;;;;;;;2020-12-31;"{""coordinates"": [[2.331766909169511, 48.85242013729856], [2.331595813565907, 48.85240609420148], [2.3302320911604433, 48.85218192930519], [2.3300953405041187, 48.85216093720518]], ""type"": ""LineString""}";48.85229607295871, 2.330930467710905
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Hector Malot;12;Non;98.35271876;0.09835271876;;;;;;;2020-12-31;"{""coordinates"": [[2.3757713792310673, 48.846059112840805], [2.375805131281519, 48.84593801956916], [2.3758101812861563, 48.845877605485924], [2.375799094765689, 48.84583994999457], [2.3757669971588786, 48.84581075215345], [2.375097873251761, 48.845387505207285], [2.375075521990169, 48.845387388455556]], ""type"": ""LineString""}";48.8456768733798, 2.3755151378135357
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue de Châlon;12;Non;77.02330157;0.07702330157000001;;;;;;;2020-12-31;"{""coordinates"": [[2.375075521990169, 48.845387388455556], [2.375045125187957, 48.84539674847769], [2.3742944903749983, 48.84581781296183], [2.3742773805037634, 48.84583476360792]], ""type"": ""LineString""}";48.84560556761672, 2.3746732718519143
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Euler;8;Non;124.48085203;0.12448085202999999;;;;;;;2021-12-31;"{""coordinates"": [[2.2994953187529963, 48.870979716018056], [2.297851910952235, 48.8710069699372], [2.2977995312794173, 48.8710126109279]], ""type"": ""LineString""}";48.87099385378674, 2.298647281790643
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;4.12829956;0.004128299560000001;;;Niveau chaussée;;Passage porte cochère;;2021-12-31;"{""coordinates"": [[2.3192179291435364, 48.825737952130595], [2.3192473233393756, 48.82576960312836]], ""type"": ""LineString""}";48.82575377762947, 2.319232626241456
Pistes cyclables;Non;ZONE 30;CONTRESENS;Rue de Gergovie;14;Non;12.70742245;0.012707422449999999;;;Niveau trottoir;;;;2020-12-31;"{""coordinates"": [[2.319089129155943, 48.83072394344836], [2.3191547477718744, 48.83066720668806], [2.319119172639801, 48.83063130975812]], ""type"": ""LineString""}";48.83067852437482, 2.3191274684415064
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Château;14;Non;144.00054077;0.14400054077;;;;;;;2020-12-31;"{""coordinates"": [[2.3203157729611816, 48.835115228980435], [2.320408366642243, 48.83506340448864], [2.3211882441323195, 48.83468828737258], [2.3212048040587034, 48.83466220603584], [2.3216092409401328, 48.83446818389144], [2.3218934455743487, 48.83435409039307]], ""type"": ""LineString""}";48.834724919635306, 2.321100448399494
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de la Sablière;14;Non;348.44913346;0.34844913346;;;;;;;2020-12-31;"{""coordinates"": [[2.3207941331865176, 48.832291957379226], [2.3208327232297834, 48.83231787612452], [2.3208693808889107, 48.83232617504581], [2.320903284975987, 48.83232446358084], [2.3209394190536012, 48.832317530412155], [2.321017460942114, 48.83230322015137], [2.32212617524221, 48.8320820188515], [2.3223431363564986, 48.832028517834395], [2.3242497524595414, 48.83164809932816], [2.3244422346538687, 48.83160585666094], [2.3245417300402083, 48.83159073442703], [2.325322344387014, 48.83143906489855]], ""type"": ""LineString""}";48.83188969862769, 2.3230543534559667
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Coquillère;1;Non;132.40744185;0.13240744185;;;;;;;2020-12-31;"{""coordinates"": [[2.342025901354396, 48.86407887507949], [2.3418967980491887, 48.8640984104061], [2.3418069949778175, 48.86413478075181], [2.340789491418409, 48.86459675680236], [2.3405191878864584, 48.86472376166907]], ""type"": ""LineString""}";48.864382575690634, 2.341266557588211
Pistes cyclables;;ZONE 30;CONTRESENS;Rue Le Peletier;9;Non;154.80204487;0.15480204487000002;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.339475642979548, 48.874767702460325], [2.339473161748183, 48.874821228134195], [2.339607916440932, 48.87514677362889], [2.3397972285787363, 48.87557969662837], [2.3397825125148866, 48.8756022211988], [2.3398719169663114, 48.87580616132682], [2.3399236490044344, 48.875843877884286], [2.3401428696490445, 48.875930470396796], [2.340210625504772, 48.87597935227812], [2.3402160366205145, 48.875979382102116], [2.3402446972683086, 48.87599500685438]], ""type"": ""LineString""}";48.87545627539683, 2.339774112097584
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue Saint-Charles;15;Non;254.25416787;0.25425416787;;;;;;;2020-12-31;"{""coordinates"": [[2.287457082582387, 48.84887065405587], [2.285737262432979, 48.846885683742784]], ""type"": ""LineString""}";48.84787816889932, 2.2865971725076832
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Georges Citerne;15;Non;117.92046288;0.11792046288000001;;;;;;;2020-12-31;"{""coordinates"": [[2.289097713616266, 48.8484989468009], [2.289908171135249, 48.84941467010675]], ""type"": ""LineString""}";48.84895680845383, 2.2895029423757576
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Texel;14;Non;223.95655428;0.22395655428;;;;;;;2020-12-31;"{""coordinates"": [[2.32117726683824, 48.835630085513884], [2.321123412823279, 48.835668805375484], [2.3201611738083563, 48.83648005516072], [2.3195295943876757, 48.83725788074056], [2.319501610451546, 48.83730293376526]], ""type"": ""LineString""}";48.83642396610782, 2.320295840912139
Pistes cyclables;Oui;VOIE 50;SENS CIRCULATION GENERALE;Quai André Citroën;15;Non;185.08794594;0.18508794594;Axial;Oui;Niveau chaussée;;;REVe;2020-12-31;"{""coordinates"": [[2.270911142619759, 48.840188222772476], [2.270810881482517, 48.84008814463716], [2.2705886790553964, 48.83984026377372], [2.270282614767591, 48.839505729824104], [2.2701426165126897, 48.839360196245615], [2.269980846098856, 48.83922500011405], [2.269610514560677, 48.838949561051535], [2.269506428086118, 48.83886563985646], [2.2694693541483626, 48.83882866413544]], ""type"": ""LineString""}";48.83948100949722, 2.2702153843444886
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Lecuirot;14;Non;120.91818148;0.12091818148;;;;;;;2020-12-31;"{""coordinates"": [[2.321119421590722, 48.82979754012163], [2.3203671716078955, 48.82883010951546]], ""type"": ""LineString""}";48.82931382481854, 2.320743296599309
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Rousselet;7;Non;280.57598089;0.28057598088999997;;;;;;;2020-12-31;"{""coordinates"": [[2.317724371003089, 48.850132019648164], [2.3177447145174637, 48.85009287320642], [2.3184129446484167, 48.84889976202721], [2.318769161232158, 48.848266447222265], [2.3190479348013184, 48.84776475613678]], ""type"": ""LineString""}";48.848948336079005, 2.3183860416613644
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Marcel Sembat;18;Non;131.8849984;0.1318849984;;;;;;;2020-12-31;"{""coordinates"": [[2.3383908580348143, 48.89813934264304], [2.338318084461163, 48.898186053193896], [2.3374576973514545, 48.89915068509728]], ""type"": ""LineString""}";48.89863666080415, 2.3379171480362078
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue de Bassano;8;Non;289.75425421;0.28975425421;;;;;;;2021-12-31;"{""coordinates"": [[2.2983167952887364, 48.86973937365296], [2.298444971378668, 48.86986385967555], [2.298453957723423, 48.869892943223185], [2.2999796392527014, 48.87137838600619], [2.300086719648517, 48.871514389573335], [2.30040068360584, 48.87194526423159]], ""type"": ""LineString""}";48.870816826356084, 2.299386294594952
Pistes cyclables;Oui;VOIE 50;SENS CIRCULATION GENERALE;Quai d'Issy-les-Moulineaux;15;Non;251.33355292;0.25133355292;;;;;;;2020-12-31;"{""coordinates"": [[2.2679325372590826, 48.83668321399881], [2.267933534245372, 48.83670913650847], [2.2679313628613227, 48.8367507292332], [2.268122997120283, 48.836966065720155], [2.2683287317146488, 48.83720409479478], [2.268443890591641, 48.837346385079755], [2.268564139965003, 48.83751131304751], [2.2688522081444167, 48.837919272297356], [2.2689441573918607, 48.838045952680474], [2.26910636254327, 48.838175442924374], [2.2693311810050187, 48.838338629130014], [2.2694809880563405, 48.838452574753624], [2.269566597136387, 48.83851734702869], [2.2696437959586624, 48.838539234303674], [2.2696954945847314, 48.83858000289174]], ""type"": ""LineString""}";48.83769791971325, 2.2687424639072518
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Léon-Maurice Nordmann;13;Non;277.27726258;0.27727726258;;;;;;;2021-12-31;"{""coordinates"": [[2.344799723143758, 48.83415416617245], [2.3443042751661065, 48.83399677746262], [2.3433405309056403, 48.83375924227264], [2.3425629969937636, 48.833562224161035], [2.342207256604149, 48.833474603182005], [2.341437397896456, 48.83318433980197], [2.3414043842568963, 48.83317273600755], [2.3413424388378603, 48.833168587857266]], ""type"": ""LineString""}";48.83367719518075, 2.3430649742770324
Pistes cyclables;;ZONE 30;CONTRESENS;Rue du Four;6;Non;12.4855222;0.0124855222;;;;;Traversée de carrefour;;2021-12-31;"{""coordinates"": [[2.334077983229229, 48.85275775333342], [2.333914873666797, 48.852725786180564]], ""type"": ""LineString""}";48.85274176975699, 2.333996428448013
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Laos;15;Non;52.5258596;0.052525859599999995;;;;;;;2020-12-31;"{""coordinates"": [[2.3014199607102253, 48.848590495756866], [2.3015141482821893, 48.84812222405674]], ""type"": ""LineString""}";48.8483563599068, 2.3014670544962073
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Alexandre Cabanel;15;Non;206.33593503;0.20633593503;;;Niveau chaussée;;;;2020-12-31;"{""coordinates"": [[2.3014595976113563, 48.84839343580048], [2.3019871936966556, 48.848741293785054], [2.3020285109290213, 48.848752242637644], [2.302075459515903, 48.84874656723528], [2.302104493429264, 48.84873245922076], [2.30295897697168, 48.848196089037145], [2.30296822934908, 48.84817829598769], [2.3029686112571643, 48.8481497434449], [2.3029563262863806, 48.84812468667416], [2.302924261734323, 48.848095945088424], [2.3025021441568305, 48.84782145190068]], ""type"": ""LineString""}";48.848383195162334, 2.3023523500056933
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Général de Castelnau;15;Non;91.68228714;0.09168228714;;;;;;;2020-12-31;"{""coordinates"": [[2.3009769243792104, 48.84992128612405], [2.300929913967798, 48.84993148182545], [2.300913226912751, 48.84993899921845], [2.300053687952625, 48.85047223086481]], ""type"": ""LineString""}";48.85018856318384, 2.3005118690032758
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Hippolyte Maindron;14;Non;401.58189617;0.40158189617;;;;;;;2020-12-31;"{""coordinates"": [[2.3204511059420225, 48.83014912033744], [2.320493749204281, 48.83019576500636], [2.321642519922282, 48.83138018863257], [2.321674307213446, 48.83143034086069], [2.3220060542187313, 48.83177988941677], [2.322238909631295, 48.83205421954477], [2.323249218398677, 48.83325013594801]], ""type"": ""LineString""}";48.83167707292367, 2.3218749987581977
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Martignac;7;Non;240.31908767;0.24031908767;;;;;;;2020-12-31;"{""coordinates"": [[2.319528344608385, 48.85936636581186], [2.3180895992842587, 48.85742479730731]], ""type"": ""LineString""}";48.858395581559584, 2.318808971946322
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Velpeau;7;Non;102.24892616;0.10224892616;;;;;;;2020-12-31;"{""coordinates"": [[2.324850676794784, 48.8516323238264], [2.3248642048859707, 48.85156220258462], [2.3251980209688403, 48.85084427006162], [2.3252514865664247, 48.8507529584439]], ""type"": ""LineString""}";48.851188091292244, 2.3250394589291177
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Notre-Dame des Champs;6;Non;71.38983184;0.07138983184;;;;;;;2020-12-31;"{""coordinates"": [[2.32733411193905, 48.846474270396584], [2.327286523156298, 48.846529922429774], [2.327071227879432, 48.84686898958998], [2.3270548052706554, 48.84688436443441], [2.3267983920299202, 48.84697436984525]], ""type"": ""LineString""}";48.84676708405952, 2.327098864076297
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Rotrou;6;Non;62.06889134;0.06206889134;;;;;;;2021-12-31;"{""coordinates"": [[2.3384572604085103, 48.849217385105355], [2.338439125727582, 48.84973697988447], [2.3384423515994084, 48.849775390415246]], ""type"": ""LineString""}";48.8494964397869, 2.338447678550917
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Ledion;14;Non;162.30770222;0.16230770222000002;;;;;;;2020-12-31;"{""coordinates"": [[2.3168622556330036, 48.826794764371584], [2.316833644088214, 48.82680948204727], [2.315242219630798, 48.82778791842381]], ""type"": ""LineString""}";48.827290292516786, 2.316051646556679
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Fernand Pelloutier;17;Non;15.56016946;0.015560169459999999;;;;;;;2020-12-31;"{""coordinates"": [[2.3241518565131773, 48.898244262448095], [2.324081007300294, 48.89825290526732], [2.3240066802553483, 48.89825153337312], [2.3239414914022185, 48.898245495186316]], ""type"": ""LineString""}";48.8982498420333, 2.324046751362839
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;3.53210361;0.00353210361;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.3209180168160533, 48.82748692326103], [2.3209459930021956, 48.82751276654178]], ""type"": ""LineString""}";48.8274998449014, 2.3209320049091247
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;36.33027468;0.03633027468;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.3211111052831184, 48.82766860644053], [2.321394766389728, 48.827936335818045]], ""type"": ""LineString""}";48.82780247112929, 2.321252935836423
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Pierre Larousse;14;Non;396.95195455;0.39695195455;;;;;;;2020-12-31;"{""coordinates"": [[2.311816838089825, 48.83067414391684], [2.311904167280935, 48.83061158663734], [2.3129810602856113, 48.829851544991186], [2.3138701749455923, 48.82925341924023], [2.3155898825089674, 48.82811749251831]], ""type"": ""LineString""}";48.82938251730276, 2.313694277011544
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Varenne;7;Non;184.78944673;0.18478944673;;;;;;;2020-12-31;"{""coordinates"": [[2.326231416440511, 48.853439159899764], [2.326036303853865, 48.853476025590275], [2.32574648875372, 48.853538185060735], [2.3253902098287487, 48.85362303041624], [2.3238638585493963, 48.854003977540046]], ""type"": ""LineString""}";48.85371212873902, 2.325045504065987
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Cité Vaneau;7;Non;136.86529409;0.13686529408999998;;;;;;;2020-12-31;"{""coordinates"": [[2.319636127204451, 48.85421845235488], [2.319321702901234, 48.85427258339477], [2.3190309481641362, 48.85430900239166], [2.319026860276684, 48.85434586172444], [2.3192104220054115, 48.85506196161205], [2.319235335910735, 48.85508708835322], [2.3192675550065696, 48.85510511846299]], ""type"": ""LineString""}";48.85453024850755, 2.3192125073039245
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Eugène Fournière;18;Non;137.03935604;0.13703935604;;;;;;;2020-12-31;"{""coordinates"": [[2.340746361881493, 48.8992179852259], [2.3408258834398237, 48.89806819709248], [2.340829938863367, 48.89798684728249]], ""type"": ""LineString""}";48.89860245972535, 2.340788880964573
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);;ZONE 30;CONTRESENS;Rue Haxo;19;Non;287.21083759;0.28721083759;;;;;;;2020-12-31;"{""coordinates"": [[2.4025300843895363, 48.87604287638355], [2.4020915782185286, 48.8770348347796], [2.401859409812333, 48.87753749486318], [2.4018318971974444, 48.87765791343133], [2.4016593833121718, 48.87854364514997], [2.4016650562637087, 48.878552239611054]], ""type"": ""LineString""}";48.8772772143373, 2.402026725127652
Pistes cyclables;Oui;VOIE 50;SENS CIRCULATION GENERALE;Quai d'Issy-Les-Moulineaux;15;Non;260.87334598;0.26087334598;Axial;Oui;Niveau trottoir;;;REVe;2020-12-31;"{""coordinates"": [[2.2675273540172896, 48.83631168899535], [2.2675101117606857, 48.83629488469353], [2.2673348083629823, 48.83614913110091], [2.266996362468065, 48.83591576043413], [2.2666343615812825, 48.83561466246717], [2.266397270794361, 48.83540285153998], [2.266037915944126, 48.83506797821758], [2.2658827906289223, 48.83492329764567], [2.2656659978164537, 48.83470399555106], [2.2655406485463327, 48.83461514896682], [2.2656177679558223, 48.834552504179676], [2.2656874077886955, 48.83452235380264], [2.265707728303482, 48.83446156101045]], ""type"": ""LineString""}";48.835403410118886, 2.266444001187574
Bandes cyclables;;ZONE 30;CONTRESENS;Rue Dugay-Trouin;6;Non;64.63640112;0.06463640112;;;;;;;2021-12-31;"{""coordinates"": [[2.3309468235192266, 48.846296786775035], [2.3308921168168304, 48.846289341690884], [2.330067691069877, 48.846307571766566]], ""type"": ""LineString""}";48.84629811834268, 2.3305074872892195
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue du Laos;15;Non;255.31978885;0.25531978885;;;;;;;2020-12-31;"{""coordinates"": [[2.3009621026821536, 48.850866685330296], [2.3014199607102253, 48.848590495756866]], ""type"": ""LineString""}";48.84972859054358, 2.3011910316961894
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue du Docteur Finlay;15;Non;445.9151491;0.4459151491;;;;;;;2020-12-31;"{""coordinates"": [[2.2865957030940947, 48.85286114277866], [2.286646448519009, 48.852841932799656], [2.288681482811102, 48.85211067254345], [2.2889227599267556, 48.85202786983278], [2.290644650105319, 48.85140988591699], [2.291914370235234, 48.85094910849492], [2.291931532271008, 48.850942259793385]], ""type"": ""LineString""}";48.851903320115774, 2.289264201479348
Bandes cyclables;Non;ZONE 30;CONTRESENS;Rue de la Fédération;15;Non;158.75254159;0.15875254159;;;;;;;2020-12-31;"{""coordinates"": [[2.2942421148475907, 48.853791126568375], [2.293313670580857, 48.854050967552766], [2.292247734102977, 48.854344491156944]], ""type"": ""LineString""}";48.854068845564036, 2.293245212279839
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue Casimir Périer;7;Non;235.53963533;0.23553963533;;;;;;;2020-12-31;"{""coordinates"": [[2.318798828906191, 48.857212060157885], [2.3202012815915065, 48.85911748241045]], ""type"": ""LineString""}";48.858164771284166, 2.3195000552488487
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;98.90845689;0.09890845689;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.3199695012066948, 48.82650105217347], [2.320314626155786, 48.826871445417176], [2.3206347196455726, 48.82719927076713], [2.3206817375867126, 48.82725592974536]], ""type"": ""LineString""}";48.82687873388553, 2.3203254796194694
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;21.14710077;0.021147100770000003;;;Niveau chaussée;;Traversée de carrefour;;2021-12-31;"{""coordinates"": [[2.3209459930021956, 48.82751276654178], [2.3211111052831184, 48.82766860644053]], ""type"": ""LineString""}";48.827590686491156, 2.3210285491426568
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;15.0050247;0.0150050247;;;Niveau chaussée;;Traversée de carrefour;;2021-12-31;"{""coordinates"": [[2.3226055685015434, 48.82920497782595], [2.3227038287153707, 48.82932330762466]], ""type"": ""LineString""}";48.82926414272531, 2.3226546986084573
Bandes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;4.24301594;0.00424301594;;;Niveau chaussée;;Passage piéton;;2021-12-31;"{""coordinates"": [[2.3217785141310263, 48.8283008690101], [2.3218106854600906, 48.82833257011342]], ""type"": ""LineString""}";48.828316719561755, 2.3217945997955587
Pistes cyclables;;ZONE 30;CONTRESENS;Rue des Plantes;14;Non;15.76175514;0.01576175514;;;Niveau chaussée;;;;2021-12-31;"{""coordinates"": [[2.318950622614059, 48.82545012350317], [2.31906284821697, 48.82557096643189]], ""type"": ""LineString""}";48.82551054496753, 2.3190067354155146
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables);Non;ZONE 30;CONTRESENS;Rue de Luynes;7;Non;103.24886582;0.10324886582000001;;;;;;;2020-12-31;"{""coordinates"": [[2.3268250828322246, 48.85556702764284], [2.326059964884817, 48.85481967298223], [2.326024795314232, 48.85480662580679]], ""type"": ""LineString""}";48.85518046761747, 2.3264289654219565
